"year","GEOID","rate"
"2012","45025","10"
"2010","47061","5.3"
"2013","45025","9.3"
"2011","47061","4.8"
"2014","45025","7.1"
"2012","47061","4.6"
"2015","45025","5.8"
"2013","47061","4.1"
"2008","45027","4.3"
"2014","47061","3.5"
"2009","45027","5.8"
"2015","47061","3.3"
"2010","45027","5.9"
"2011","45027","5.4"
"2012","45027","5.5"
"2013","45027","5.3"
"2014","45027","4.3"
"2015","45027","3.8"
"2008","45029","3.9"
"2009","45029","6.2"
"2010","45029","6.2"
"2011","45029","5.8"
"2012","45029","5.6"
"2013","45029","5.3"
"2014","45029","4.2"
"2015","45029","3.7"
"2008","45031","6.2"
"2009","45031","9.5"
"2010","45031","10.2"
"2011","45031","9.9"
"2012","45031","9"
"2013","45031","8.1"
"2014","45031","6.3"
"2015","45031","5.7"
"2008","45033","6.7"
"2009","45033","10"
"2010","45033","10.4"
"2011","45033","9.4"
"2012","45033","9.4"
"2013","45033","9"
"2014","45033","7.2"
"2015","45033","6.4"
"2008","45035","6.2"
"2009","45035","8.8"
"2010","45035","9.4"
"2011","45035","8.4"
"2012","45035","8.9"
"2013","45035","9.1"
"2014","45035","7.3"
"2015","45035","6.7"
"2008","45037","5.9"
"2009","45037","8.6"
"2010","45037","9.3"
"2011","45037","8.6"
"2012","45037","8.3"
"2013","45037","7.7"
"2014","45037","6.2"
"2015","45037","5.5"
"2008","45039","5.6"
"2009","45039","9.9"
"2010","45039","9.5"
"2011","45039","8"
"2012","45039","7.6"
"2013","45039","7.2"
"2014","45039","5.8"
"2015","45039","5"
"2008","45041","4.2"
"2008","47093","3.1"
"2009","47093","5"
"2010","47093","5.3"
"2011","47093","4.9"
"2012","47093","4.4"
"2013","47093","3.8"
"2014","47093","3.4"
"2015","47093","3.2"
"2008","47095","4.4"
"2009","47095","7.1"
"2010","47095","6.3"
"2011","47095","6.4"
"2012","47095","7.8"
"2013","47095","7.5"
"2014","47095","6"
"2009","45041","6.6"
"2015","47095","5.3"
"2010","45041","6.8"
"2008","47097","3.4"
"2011","45041","6.4"
"2009","47097","5.3"
"2012","45041","6.2"
"2010","47097","5"
"2013","45041","5.7"
"2011","47097","4.5"
"2014","45041","4.5"
"2012","47097","3.6"
"2015","45041","3.9"
"2013","47097","3.6"
"2008","45043","4.7"
"2014","47097","3.2"
"2009","45043","7.5"
"2015","47097","2.5"
"2010","45043","8"
"2008","47099","2.8"
"2011","45043","7.6"
"2009","47099","5"
"2012","45043","7.4"
"2010","47099","5"
"2013","45043","6.8"
"2011","47099","4.5"
"2014","45043","5.4"
"2012","47099","4"
"2015","45043","4.5"
"2013","47099","3.3"
"2008","45045","5"
"2014","47099","3"
"2009","45045","7.6"
"2015","47099","2.7"
"2010","45045","8"
"2008","47101","4.3"
"2011","45045","7.8"
"2009","47101","6.7"
"2012","45045","7.7"
"2010","47101","7"
"2013","45045","7.1"
"2011","47101","6.4"
"2014","45045","5.5"
"2012","47101","5.5"
"2015","45045","4.7"
"2013","47101","4.6"
"2008","45047","6"
"2014","47101","4.1"
"2009","45047","12.6"
"2015","47101","3.5"
"2010","45047","9.7"
"2008","47102","8.4"
"2011","45047","7.4"
"2009","47102","10.9"
"2012","45047","7"
"2010","47102","12.9"
"2011","47102","14.2"
"2012","47102","14.2"
"2013","47102","13.5"
"2014","47102","13.3"
"2015","47102","11.6"
"2013","45047","6.9"
"2008","47103","2.9"
"2014","45047","5.2"
"2009","47103","4.9"
"2015","45047","4.8"
"2010","47103","5.2"
"2008","45049","5.6"
"2011","47103","4.8"
"2009","45049","8.9"
"2012","47103","4.4"
"2010","45049","9.3"
"2013","47103","3.9"
"2011","45049","8.1"
"2014","47103","3.4"
"2012","45049","7.8"
"2015","47103","3.2"
"2013","45049","7.5"
"2008","47105","3.1"
"2014","45049","6.2"
"2009","47105","4.2"
"2015","45049","5.3"
"2010","47105","4.2"
"2008","45051","6.5"
"2011","47105","4.3"
"2009","45051","9.2"
"2012","47105","4"
"2010","45051","10.7"
"2013","47105","3.7"
"2011","45051","10.1"
"2014","47105","3.3"
"2015","47105","3.2"
"2008","47107","3.1"
"2009","47107","3.7"
"2010","47107","4.9"
"2011","47107","5.3"
"2012","47107","4.1"
"2013","47107","3.8"
"2012","45051","9.9"
"2014","47107","3.3"
"2013","45051","9.6"
"2015","47107","3.3"
"2014","45051","7.9"
"2008","47109","4.2"
"2015","45051","7.2"
"2009","47109","6"
"2008","45053","7.7"
"2010","47109","5.8"
"2009","45053","10.9"
"2011","47109","6.7"
"2010","45053","11.3"
"2012","47109","5.7"
"2011","45053","9.4"
"2013","47109","5.2"
"2012","45053","9.8"
"2014","47109","4.8"
"2013","45053","9.9"
"2015","47109","4.4"
"2014","45053","8.1"
"2008","47111","2.7"
"2015","45053","7.7"
"2009","47111","4"
"2008","45055","4.3"
"2010","47111","4.2"
"2009","45055","8.1"
"2011","47111","4.2"
"2010","45055","8.5"
"2012","47111","3.5"
"2011","45055","7.3"
"2013","47111","3"
"2012","45055","7"
"2014","47111","2.6"
"2013","45055","6.6"
"2015","47111","2.6"
"2014","45055","5.5"
"2008","47115","3.3"
"2015","45055","4.8"
"2009","47115","4.2"
"2008","45057","7.2"
"2010","47115","3.8"
"2009","45057","13.4"
"2011","47115","4.2"
"2010","45057","12.3"
"2012","47115","4.1"
"2011","45057","10.1"
"2013","47115","3.6"
"2012","45057","9.2"
"2014","47115","3.5"
"2013","45057","9.2"
"2015","47115","3.1"
"2014","45057","7.1"
"2008","47117","2.5"
"2015","45057","6"
"2009","47117","3.2"
"2008","45059","5.8"
"2010","47117","3.8"
"2009","45059","7.4"
"2011","47117","4"
"2010","45059","8.4"
"2012","47117","3"
"2011","45059","7.6"
"2013","47117","2.7"
"2012","45059","7.3"
"2014","47117","2.6"
"2013","45059","7.2"
"2015","47117","2.4"
"2014","45059","5.6"
"2008","47119","2.2"
"2015","45059","5.8"
"2009","47119","3"
"2008","45061","6.6"
"2010","47119","3.6"
"2009","45061","10.5"
"2011","47119","3.8"
"2010","45061","10.7"
"2012","47119","3.1"
"2011","45061","10.1"
"2013","47119","2.9"
"2012","45061","9.9"
"2014","47119","2.8"
"2013","45061","9.8"
"2015","47119","2.5"
"2014","45061","7.9"
"2008","47121","6.4"
"2015","45061","6.8"
"2009","47121","7.2"
"2008","45063","5.3"
"2010","47121","7.6"
"2009","45063","7.5"
"2011","47121","8.5"
"2010","45063","8.7"
"2012","47121","9.7"
"2011","45063","7.8"
"2013","47121","9.7"
"2012","45063","8.1"
"2014","47121","8.7"
"2013","45063","7.8"
"2015","47121","7.4"
"2014","45063","6.1"
"2008","47123","3"
"2015","45063","6.1"
"2009","47123","3.5"
"2008","45065","5.5"
"2010","47123","3.6"
"2009","45065","9.4"
"2011","47123","3.8"
"2010","45065","10.1"
"2012","47123","3.7"
"2011","45065","8.7"
"2013","47123","3.4"
"2012","45065","8.3"
"2014","47123","3.2"
"2013","45065","8.2"
"2015","47123","2.7"
"2014","45065","6.4"
"2008","47125","3.3"
"2015","45065","5.9"
"2009","47125","5.2"
"2010","47125","4.6"
"2011","47125","4.1"
"2012","47125","3.5"
"2013","47125","3"
"2014","47125","2.9"
"2015","47125","2.7"
"2008","47127","3.4"
"2009","47127","6"
"2010","47127","5.8"
"2011","47127","5.2"
"2012","47127","4.7"
"2013","47127","4.1"
"2014","47127","3.7"
"2015","47127","3.4"
"2008","47129","4.3"
"2009","47129","5.1"
"2010","47129","6.9"
"2011","47129","7"
"2012","47129","6.1"
"2013","47129","5.4"
"2014","47129","5.4"
"2015","47129","5.5"
"2008","47135","2.8"
"2009","47135","5.6"
"2010","47135","4.9"
"2011","47135","4.5"
"2012","47135","3.7"
"2013","47135","3.3"
"2014","47135","3"
"2015","47135","2.6"
"2008","47137","5.9"
"2009","47137","7.1"
"2010","47137","5.8"
"2011","47137","6.4"
"2012","47137","6.9"
"2013","47137","6.2"
"2008","45073","6.2"
"2014","47137","5.9"
"2015","47137","5"
"2009","45073","9.3"
"2010","45073","9.2"
"2011","45073","8.4"
"2012","45073","7.9"
"2013","45073","7.5"
"2014","45073","6.2"
"2015","45073","6.1"
"2008","45075","4.2"
"2009","45075","6.7"
"2010","45075","7.5"
"2011","45075","6.9"
"2012","45075","6.7"
"2013","45075","6.2"
"2014","45075","5"
"2015","45075","4.4"
"2008","45077","5.6"
"2009","45077","8.7"
"2010","45077","9.2"
"2011","45077","8.6"
"2012","45077","8.5"
"2013","45077","7.9"
"2014","45077","6.1"
"2015","45077","5.2"
"2008","45079","6.2"
"2009","45079","9"
"2010","45079","10"
"2011","45079","9.6"
"2012","45079","9.8"
"2013","45079","9.4"
"2014","45079","7.4"
"2015","45079","6.3"
"2008","46081","5.9"
"2009","46081","8.8"
"2010","46081","8.9"
"2011","46081","7.7"
"2012","46081","7.9"
"2013","46081","7.8"
"2014","46081","6.2"
"2015","46081","5.9"
"2008","46083","6.1"
"2009","46083","10.3"
"2010","46083","10.1"
"2011","46083","8.7"
"2012","46083","8.4"
"2013","46083","8.1"
"2014","46083","6.4"
"2015","46083","5.9"
"2008","46085","6.7"
"2009","46085","11.2"
"2010","46085","9.5"
"2011","46085","7.9"
"2012","46085","7.6"
"2013","46085","7.2"
"2014","46085","5.9"
"2015","46085","5.3"
"2008","46087","6.6"
"2009","46087","9.9"
"2010","46087","10.2"
"2011","46087","8.9"
"2012","46087","8.7"
"2013","46087","8.2"
"2014","46087","6.4"
"2015","46087","5.6"
"2008","46089","6"
"2009","46089","9.1"
"2010","46089","9.7"
"2011","46089","9.7"
"2012","46089","9.8"
"2013","46089","9.4"
"2014","46089","7.6"
"2015","46089","6.3"
"2008","46091","4.3"
"2009","46091","6.8"
"2010","46091","6.9"
"2011","46091","6.5"
"2012","46091","6.4"
"2013","46091","5.9"
"2014","46091","4.7"
"2015","46091","4"
"2008","46093","4.8"
"2009","46093","6.6"
"2010","46093","6.7"
"2011","46093","6.2"
"2012","46093","5.8"
"2013","46093","5.5"
"2014","46093","4.7"
"2015","46093","4.2"
"2008","46095","5.5"
"2009","46095","8.4"
"2010","46095","8.8"
"2011","46095","8.2"
"2012","46095","8.1"
"2013","46095","7.4"
"2014","46095","6"
"2015","46095","5.1"
"2008","46097","6.5"
"2009","46097","9.7"
"2010","46097","9.9"
"2011","46097","9.2"
"2012","46097","9.1"
"2013","46097","8.8"
"2014","46097","6.7"
"2015","46097","5.9"
"2008","46099","5.2"
"2009","46099","7.9"
"2010","46099","8.1"
"2011","46099","7.4"
"2012","46099","7.3"
"2013","46099","6.6"
"2014","46099","5.2"
"2015","46099","4.3"
"2008","46101","7.1"
"2009","46101","9.7"
"2010","46101","10.6"
"2011","46101","10.7"
"2012","46101","10.9"
"2013","46101","10.3"
"2014","46101","8.1"
"2015","46101","6.9"
"2008","46103","6"
"2009","46103","9.1"
"2010","46103","9.7"
"2011","46103","9.9"
"2012","46103","10.1"
"2013","46103","9.7"
"2014","46103","7.6"
"2015","46103","6.3"
"2008","46105","7.1"
"2009","46105","11.1"
"2010","46105","10.4"
"2011","46105","9.2"
"2012","46105","9.1"
"2013","46105","9.3"
"2014","46105","7.4"
"2015","46105","6.8"
"2008","46107","6.2"
"2009","46107","9.9"
"2010","46107","10.6"
"2011","46107","9.8"
"2012","46107","9.7"
"2013","46107","9.2"
"2014","46107","7.1"
"2015","46107","6.1"
"2008","46109","6.1"
"2009","46109","9"
"2010","46109","8.4"
"2011","46109","7.7"
"2012","46109","7.6"
"2013","46109","6.9"
"2014","46109","5.2"
"2015","46109","4.5"
"2008","46111","6.3"
"2009","46111","8.5"
"2010","46111","9.6"
"2011","46111","8.9"
"2012","46111","8.9"
"2013","46111","9.3"
"2014","46111","7.3"
"2015","46111","6.6"
"2008","47001","5.8"
"2009","47001","9.9"
"2010","47001","9.3"
"2011","47001","8.8"
"2012","47001","7.9"
"2013","47001","7.9"
"2014","47001","6.7"
"2015","47001","6"
"2008","48023","5.35"
"2009","48023","8.45"
"2010","48023","8.5"
"2011","48023","7.55"
"2012","48023","6.449999999999999"
"2013","48023","6.65"
"2014","48023","5.45"
"2015","48023","4.85"
"2008","48025","6.8"
"2009","48025","10.55"
"2010","48025","9.850000000000001"
"2011","48025","9.8"
"2012","48025","8.4"
"2013","48025","8.6"
"2014","48025","7.199999999999999"
"2015","48025","6.8"
"2008","48027","7.699999999999999"
"2009","48027","10.7"
"2010","48027","9.9"
"2011","48027","9.3"
"2012","48027","8.7"
"2013","48027","8.850000000000001"
"2014","48027","7.4"
"2015","48027","6.85"
"2008","48029","6.7"
"2009","48029","10.35"
"2010","48029","10.45"
"2011","48029","10.2"
"2012","48029","8.9"
"2013","48029","8.35"
"2014","48029","6.85"
"2015","48029","5.85"
"2008","48031","4.95"
"2009","48031","8"
"2010","48031","8.4"
"2011","48031","7.800000000000001"
"2012","48031","6.699999999999999"
"2013","48031","6.199999999999999"
"2014","48031","4.95"
"2015","48031","4.35"
"2008","48033","6.1"
"2009","48033","9.25"
"2010","48033","9"
"2011","48033","7.95"
"2012","48033","6.75"
"2013","48033","6.449999999999999"
"2014","48033","5.35"
"2015","48033","4.75"
"2008","48035","6.15"
"2009","48035","9.6"
"2010","48035","9.75"
"2011","48035","9.25"
"2012","48035","8.1"
"2013","48035","7.8500000000000005"
"2014","48035","6.550000000000001"
"2015","48035","5.85"
"2008","48037","5.15"
"2009","48037","7.75"
"2010","48037","8.3"
"2011","48037","7.9"
"2012","48037","6.800000000000001"
"2013","48037","6.75"
"2014","48037","5.65"
"2015","48037","4.65"
"2008","48039","6.8"
"2009","48039","10.75"
"2010","48039","10.8"
"2011","48039","9.8"
"2012","48039","8.5"
"2013","48039","8.35"
"2014","48039","7.25"
"2015","48039","6.35"
"2008","48041","5.3"
"2009","48041","8.2"
"2010","48041","9"
"2011","48041","8.55"
"2012","48041","7.449999999999999"
"2013","48041","7.5"
"2014","48041","6.05"
"2015","48041","5.2"
"2008","48043","5.300000000000001"
"2009","48043","8.1"
"2010","48043","7.85"
"2011","48043","7.55"
"2012","48043","6.7"
"2013","48043","6.6"
"2014","48043","5.4"
"2015","48043","4.8"
"2008","48045","5.9"
"2009","48045","9.45"
"2010","48045","9.1"
"2011","48045","9.25"
"2012","48045","8.2"
"2013","48045","7.95"
"2014","48045","6.199999999999999"
"2015","48045","5.55"
"2008","48047","6.35"
"2009","48047","10.2"
"2010","48047","10.95"
"2011","48047","10.05"
"2012","48047","8.6"
"2013","48047","8.75"
"2014","48047","7.45"
"2015","48047","8.2"
"2008","48049","6.9"
"2009","48049","10.1"
"2010","48049","10.3"
"2011","48049","9.7"
"2012","48049","8.25"
"2013","48049","8.100000000000001"
"2014","48049","6.800000000000001"
"2015","48049","5.9"
"2008","48051","5.550000000000001"
"2009","48051","8.9"
"2010","48051","9"
"2011","48051","8.35"
"2012","48051","7.05"
"2013","48051","6.65"
"2014","48051","5.449999999999999"
"2015","48051","4.85"
"2008","48053","6.7"
"2009","48053","10.399999999999999"
"2010","48053","9.4"
"2011","48053","9.05"
"2012","48053","8.15"
"2013","48053","8.2"
"2014","48053","6.550000000000001"
"2015","48053","5.65"
"2008","48055","6.6"
"2009","48055","11.600000000000001"
"2010","48055","10.35"
"2011","48055","9.2"
"2012","48055","7.800000000000001"
"2013","48055","7.35"
"2014","48055","5.65"
"2015","48055","4.699999999999999"
"2008","48057","6.35"
"2009","48057","11.25"
"2010","48057","10.75"
"2011","48057","10.1"
"2012","48057","8.8"
"2013","48057","8.05"
"2014","48057","6.449999999999999"
"2015","48057","5.35"
"2008","48059","6.45"
"2009","48059","10.8"
"2010","48059","10.05"
"2011","48059","9.3"
"2012","48059","8.05"
"2013","48059","7.65"
"2014","48059","6.2"
"2015","48059","5.449999999999999"
"2008","48061","7.5"
"2009","48061","11.899999999999999"
"2010","48061","11.899999999999999"
"2011","48061","11.95"
"2012","48061","10.15"
"2013","48061","9.95"
"2014","48061","8.8"
"2015","48061","7.5"
"2008","48063","5.949999999999999"
"2009","48063","10.8"
"2010","48063","10.35"
"2011","48063","9.850000000000001"
"2012","48063","8.7"
"2013","48063","8.2"
"2014","48063","6.699999999999999"
"2015","48063","6.25"
"2008","48065","4.5"
"2009","48065","7.4"
"2010","48065","6.8500000000000005"
"2011","48065","6.4"
"2012","48065","5.75"
"2013","48065","5.800000000000001"
"2014","48065","4.75"
"2015","48065","4.35"
"2008","48067","7.2"
"2009","48067","13.05"
"2010","48067","13.5"
"2011","48067","12.3"
"2012","48067","10.5"
"2013","48067","10.45"
"2014","48067","8.649999999999999"
"2015","48067","8.45"
"2008","48069","6.1"
"2009","48069","8.75"
"2010","48069","9.3"
"2011","48069","8.55"
"2012","48069","7.65"
"2013","48069","7.9"
"2014","48069","6.6"
"2015","48069","5.65"
"2008","48071","6.65"
"2009","48071","10.8"
"2010","48071","10.85"
"2011","48071","10.3"
"2012","48071","9"
"2013","48071","8.8"
"2014","48071","7.35"
"2015","48071","6.35"
"2008","48073","6.25"
"2009","48073","10.05"
"2010","48073","9.850000000000001"
"2011","48073","9"
"2012","48073","8"
"2013","48073","7.8"
"2014","48073","6.5"
"2015","48073","5.85"
"2008","48075","7.75"
"2009","48075","11"
"2010","48075","10.6"
"2011","48075","9.5"
"2012","48075","7.95"
"2013","48075","8"
"2014","48075","6.6499999999999995"
"2015","48075","5.9"
"2008","48077","7.05"
"2009","48077","12.5"
"2010","48077","10.9"
"2011","48077","8.85"
"2012","48077","7.6499999999999995"
"2013","48077","8"
"2014","48077","6.6"
"2015","48077","6.3"
"2008","48079","6.699999999999999"
"2009","48079","9.9"
"2010","48079","9.75"
"2011","48079","9.65"
"2012","48079","8.45"
"2013","48079","8"
"2014","48079","6.55"
"2015","48079","5.9"
"2008","48081","8.05"
"2009","48081","10.55"
"2010","48081","8.6"
"2011","48081","8"
"2012","48081","7"
"2013","48081","6.65"
"2014","48081","5.4"
"2015","48081","4.9"
"2008","48083","6.1"
"2009","48083","9.5"
"2010","48083","10.55"
"2011","48083","10"
"2012","48083","9.35"
"2013","48083","9.15"
"2014","48083","7.95"
"2015","48083","7.25"
"2008","48085","6.5"
"2009","48085","10.05"
"2010","48085","9.2"
"2011","48085","8.6"
"2012","48085","7.7"
"2013","48085","7.15"
"2014","48085","6.1"
"2015","48085","5.25"
"2008","48087","6.25"
"2009","48087","9.55"
"2010","48087","9.1"
"2011","48087","8.75"
"2012","48087","7.75"
"2013","48087","7.7"
"2014","48087","6.3999999999999995"
"2015","48087","5.8"
"2008","48089","5.5"
"2009","48089","9.5"
"2010","48089","9.8"
"2011","48089","9.1"
"2012","48089","7.85"
"2013","48089","7.35"
"2014","48089","5.85"
"2015","48089","5.25"
"2008","48091","6.35"
"2009","48091","9.45"
"2010","48091","9.9"
"2011","48091","9.2"
"2012","48091","7.7"
"2013","48091","7.45"
"2014","48091","5.65"
"2015","48091","4.75"
"2008","48093","4.4"
"2009","48093","7.05"
"2010","48093","7.5"
"2011","48093","7.15"
"2012","48093","6.25"
"2013","48093","6.05"
"2014","48093","5.1"
"2015","48093","4.55"
"2008","48095","6.4"
"2009","48095","9.05"
"2010","48095","8.4"
"2011","48095","8.35"
"2012","48095","7.300000000000001"
"2013","48095","7"
"2014","48095","6.1"
"2015","48095","6.050000000000001"
"2008","48097","7.95"
"2009","48097","12.65"
"2010","48097","10.75"
"2011","48097","9.2"
"2012","48097","7.95"
"2013","48097","8.35"
"2014","48097","6.8"
"2015","48097","6.4"
"2008","48099","8"
"2009","48099","11.8"
"2010","48099","9.9"
"2011","48099","9.05"
"2012","48099","8.4"
"2013","48099","8.5"
"2014","48099","7.05"
"2015","48099","5.8"
"2008","48101","7"
"2009","48101","10.6"
"2010","48101","11"
"2011","48101","10.2"
"2012","48101","9.15"
"2013","48101","8.65"
"2014","48101","7.5"
"2015","48101","7.3"
"2008","48103","4.5"
"2009","48103","7.949999999999999"
"2010","48103","7.4"
"2011","48103","6.65"
"2012","48103","5.5"
"2013","48103","5.300000000000001"
"2014","48103","4.65"
"2015","48103","5.35"
"2008","48105","4.3"
"2009","48105","9.1"
"2010","48105","8.9"
"2011","48105","7.6"
"2012","48105","6.25"
"2013","48105","6.4"
"2014","48105","5.199999999999999"
"2015","48105","5.800000000000001"
"2008","48107","6.8"
"2009","48107","10.45"
"2010","48107","10.25"
"2011","48107","9.8"
"2012","48107","8.15"
"2013","48107","7.45"
"2014","48107","6.1"
"2015","48107","5.45"
"2008","48109","6"
"2009","48109","9"
"2010","48109","9.95"
"2011","48109","9.100000000000001"
"2012","48109","8.2"
"2013","48109","8.35"
"2014","48109","7.35"
"2015","48109","6.55"
"2008","48111","5.65"
"2009","48111","8.25"
"2010","48111","8.25"
"2011","48111","7.3500000000000005"
"2012","48111","6"
"2013","48111","5.8"
"2014","48111","4.65"
"2015","48111","3.75"
"2008","48113","6"
"2009","48113","9.399999999999999"
"2010","48113","9.3"
"2011","48113","8.7"
"2012","48113","7.6"
"2013","48113","7.3"
"2014","48113","6.050000000000001"
"2015","48113","5.199999999999999"
"2008","48115","6.5"
"2009","48115","10.15"
"2010","48115","9.4"
"2011","48115","9"
"2012","48115","7.75"
"2013","48115","7.699999999999999"
"2014","48115","6.35"
"2015","48115","5.75"
"2008","48117","6.5"
"2009","48117","11.299999999999999"
"2010","48117","9.9"
"2011","48117","8.4"
"2012","48117","7.050000000000001"
"2013","48117","6.25"
"2014","48117","4.9"
"2015","48117","4.45"
"2008","48119","6.699999999999999"
"2009","48119","11.25"
"2010","48119","10.100000000000001"
"2011","48119","9.149999999999999"
"2012","48119","7.25"
"2013","48119","6.699999999999999"
"2014","48119","5.95"
"2015","48119","4.949999999999999"
